index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz]
0, 2023/11/22 21:20:12.291, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:13.294, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:14.298, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:15.302, 24.34 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:16.318, 24.37 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:17.321, 24.36 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:18.324, 24.36 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:19.327, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:20.331, 24.35 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:21.334, 24.44 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:22.338, 24.45 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:23.341, 24.44 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:24.344, 24.44 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:25.347, 24.45 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:26.351, 24.36 W, 135 MHz, 1107 MHz, 135 MHz
0, 2023/11/22 21:20:27.354, 24.45 W, 135 MHz, 1107 MHz, 135 MHz
